fsid,tractfp,arealotacres,areabuilding,bedroomscount,yearbuilt,unitscount,beachprox,fld_zone,near_golf,singfam,x,y
240472110715,24047950600,0.2854224,1976,0,2000,1,0,X,1,1,-75.1751184029631,38.3851527353872
240472110716,24047950600,0.1767677,1305,0,1993,1,1,X,0,1,-75.1533577545038,38.3942035887496
240472110721,24047951100,0.147888,2728,0,2005,1,0,X,0,1,-75.1584337974608,38.3727733150565
240472110722,24047950600,0.1767677,2612,0,1993,1,1,X,0,1,-75.1560222126645,38.3948584167635
240472110726,24047951700,0.0795684,748,0,1993,1,1,X,1,1,-75.1399068932392,38.2922724470782
240472110728,24047951500,0.0900597,1422,0,1920,1,1,X,1,1,-75.5695363280154,38.0721901621781
240472110730,24047951000,0.3178604,2440,0,1900,1,0,X,0,1,-75.221031410435,38.3246342753838
240472110731,24047951500,0.1606749,1432,0,2007,1,0,X,1,1,-75.5552779205545,38.0696417477468
240472110732,24047950800,60,2520,0,1935,1,0,X,0,0,-75.2417527918921,38.419388798978
240472110734,24047950400,0.4988062,5336,0,1989,1,1,AE,0,1,-75.097815860032,38.3515745592963
240472110748,24047951700,0.166506,1722,0,2001,1,1,X,0,1,-75.11579996572,38.3190846354064
240472110751,24047950600,0.2343205,1622,0,1989,1,1,X,0,1,-75.1513817916947,38.3880897036614
240472110752,24047951000,0.3574839,2255,0,2007,0,0,X,0,1,-75.2078179053935,38.3163838718979
240472110753,24047951100,0.2944215,1559,0,1989,1,1,AE,0,1,-75.1450259911285,38.3685712503128
240472110758,24047950400,0.4130165,2318,0,1970,1,1,X,0,1,-75.1174162381615,38.3399935322841
240472110761,24047951100,0.1944674,1306,0,1997,1,0,X,0,1,-75.1479352885849,38.3637906088375
240472110762,24047950600,0.3305556,1944,0,1999,1,1,AE,0,1,-75.1383663012334,38.3917693037918
240472110764,24047951100,0.2178375,2252,0,2007,1,0,X,0,1,-75.1567906786245,38.3660786413091
240472110765,24047951400,0.7147842,1152,0,1920,1,0,X,0,1,-75.3866713475125,38.0483005317613
240472110767,24047950700,0.2322773,1294,0,1974,1,0,X,1,1,-75.1685329129973,38.3955930258418
240472110768,24047951700,0,936,0,2005,0,0,X,0,0,-75.1144527146447,38.3313135268626
240472110769,24047950600,0.2672176,1836,0,2007,1,1,AE,0,1,-75.1412488140291,38.3929088846011
240472110771,24047950400,0.2582645,3853,0,2005,1,0,X,0,1,-75.1488281533985,38.3402399028713
240472110772,24047951700,0,904,0,2005,0,0,X,0,0,-75.114532411516,38.3319960705047
240472110774,24047951500,0.6599862,2154,0,1990,1,0,X,1,1,-75.5486074083128,38.0791685850446
240472110777,24047951000,0.2800505,1248,0,1967,1,0,X,0,1,-75.2178816775544,38.3291595254868
240472110779,24047950600,0.5273416,1582,0,1996,1,0,X,0,1,-75.1636288690708,38.3835676974952
240472110781,24047951100,0.1253903,1652,0,2002,1,1,X,0,1,-75.152850800918,38.3743797263365
240472110782,24047950800,3.4100092,2120,0,1987,1,1,AE,0,1,-75.1247168282061,38.4509193277525
240472110786,24047951100,0.2735996,2444,0,2004,1,1,X,0,1,-75.1551352451666,38.3793533682684
240472110790,24047950600,0.2114325,2724,0,1973,1,1,AE,0,1,-75.1431410477199,38.3909380395585
240472110797,24047950700,0.2114325,1983,0,1995,1,1,AE,0,1,-75.1511764859958,38.399232429197
240472110798,24047950600,0.2114325,1820,0,1990,1,1,AE,0,1,-75.1478283248041,38.394246420384
240472110799,24047951000,0.5833333,2188,0,1920,1,0,X,0,1,-75.2165889648843,38.3236664101028
240472110804,24047951200,0.5572544,1261,0,2005,1,0,X,0,1,-75.4650799916659,38.227995951428
240472110808,24047951700,4.3899908,3093,0,1975,1,1,AE,0,1,-75.1925787472427,38.2236630433284
240472110809,24047951700,0.5227043,2674,0,1998,1,1,X,0,1,-75.1933162880725,38.2295396662933
240472110813,24047951100,0.0988292,1728,0,2003,1,1,X,0,1,-75.151985707518,38.372831182249
240472110815,24047951300,0.8926538,1316,0,1997,1,0,X,0,1,-75.406167963585,38.1541644029958
240472110816,24047951000,0.2342746,2520,0,1920,1,0,X,0,1,-75.2154360396235,38.3247879112781
240472110818,24047950600,0.2238292,1540,0,1992,1,0,X,1,1,-75.1718290871419,38.3856962155558
240472110819,24047951100,0.219674,1056,0,1990,1,1,X,0,1,-75.1403218955354,38.3784812142583
240472110821,24047951300,0.5925161,2480,0,1883,1,1,X,0,1,-75.3899785334339,38.1787345865718
240472110824,24047951100,0.2280992,1056,0,1990,1,0,X,0,1,-75.1487603596386,38.3683772663016
240472110827,24047951100,8.4199954,888,0,1950,1,1,X,0,1,-75.1562788995545,38.3569525414299
240472110829,24047951700,1.9199954,3565,0,2015,0,0,X,0,1,-75.117545974398,38.3320291943331
240472110833,24047951100,0.2479339,1690,0,1989,1,1,AE,0,1,-75.145426222387,38.3723858270954
240472110834,24047950800,0.2299816,1288,0,1999,1,0,X,0,1,-75.2224493680288,38.3302657586876
240472110836,24047950700,0.2238292,1344,0,1993,1,0,X,1,1,-75.1705747953174,38.3940349383773
240472110838,24047951000,0.4032599,2160,0,1930,1,0,X,0,1,-75.2186926745806,38.3276573212021
240472110840,24047951500,0.224977,1428,0,1900,0,1,X,1,1,-75.5716700306199,38.0712858038531
240472110847,24047951700,0.0688705,748,0,1991,1,1,X,1,1,-75.1374630509489,38.2930696572143
240472110854,24047950600,0.1922406,1746,0,1978,1,1,AE,0,1,-75.1471257351191,38.3963610607237
240472110855,24047950800,1.7199954,1064,0,1993,1,0,X,0,1,-75.3084173422618,38.3927023486786
240472110862,24047951100,0.1965335,2357,0,2005,1,0,X,0,1,-75.1591067382311,38.3719878659987
240472110868,24047950700,0.0629017,636,0,1986,1,1,X,0,1,-75.1619299748847,38.4042849311995
240472110871,24047950600,0.2114325,1636,0,1981,1,1,AE,0,1,-75.1413173794923,38.3918959740718
240472110872,24047951100,0.5220156,2140,0,1989,1,1,AE,0,1,-75.1461053822719,38.3710279371162
240472110874,24047951100,0.3816804,2474,0,2010,1,1,X,0,1,-75.1461085933274,38.370133425901
240472110875,24047950800,0.7599862,1344,0,2007,1,0,X,0,1,-75.2413419248359,38.4051709289324
240472110878,24047951400,1.1600092,1075,0,1940,1,0,X,0,1,-75.412241143717,38.095197279909
240472110879,24047951100,0.2630854,1220,0,1980,1,0,X,0,1,-75.16237284375,38.3718504589718
240472110880,24047951100,0.2697199,1056,0,1989,1,1,X,0,1,-75.1379741853783,38.3780064665095
240472110881,24047951500,0.2662994,1452,0,1907,1,1,X,1,1,-75.5719095495808,38.0671436652976
240472110883,24047950700,0.2950872,2514,0,2001,1,0,X,1,1,-75.1789906547655,38.3964946103712
240472110888,24047951100,0.2571166,1352,0,1994,1,1,AE,0,1,-75.1460994508981,38.3724506522942
240472110892,24047951700,0.1147842,1380,0,1969,1,1,AE,1,1,-75.1338196523123,38.2950740106345
240472110893,24047951700,0.1169651,1728,0,1990,1,0,X,0,1,-75.1207248021356,38.3226771450411
240472110904,24047951500,0.209596,1052,0,1939,1,0,X,1,1,-75.5654144247343,38.0717084142789
240472110905,24047951500,0.1728191,1689,0,1920,1,0,X,1,1,-75.5653017565637,38.0740954487188
240472110909,24047950800,0.4591368,1344,0,1985,1,1,AE,0,1,-75.119795779123,38.4479467681819
240472110911,24047951100,0.2025941,2357,0,2005,1,0,X,0,1,-75.1593333803465,38.3706905963535
240472110913,24047950400,0.1928604,1077,0,2000,1,0,X,0,1,-75.1104798777666,38.3466612626985
240472110916,24047950700,0.2238292,1400,0,1993,1,0,X,1,1,-75.1732611095414,38.393195512491
240472110919,24047951300,0.3443526,1120,0,1975,1,1,X,0,1,-75.384486626331,38.1844193951626
240472110921,24047951200,6.5899908,2248,0,1920,1,0,X,0,1,-75.3319981097719,38.1452951857524
240472110922,24047950600,0.327135,1288,0,1999,1,0,X,1,1,-75.1670843223436,38.3841684533367
240472110924,24047950800,0.6496786,2736,0,2002,1,0,X,0,1,-75.2308814817466,38.3252765357947
240472110925,24047951700,0.0795684,768,0,1996,1,1,X,1,1,-75.1346933520466,38.291814068076
240472110928,24047950600,0.2038567,2238,0,1980,1,1,X,0,1,-75.1441253237353,38.3952891746548
240472110935,24047950400,0.2869605,3448,0,2007,1,0,X,0,1,-75.1375525888766,38.3414783119908
240472110936,24047951100,0.3052571,2268,0,2002,1,0,X,0,1,-75.162830164096,38.3641231715087
240472110937,24047951300,0.2640037,1856,0,2001,1,0,X,0,1,-75.3942489443916,38.168149881947
240472110940,24047951100,0.5555096,3313,0,2008,1,1,X,0,1,-75.1412816649831,38.3677563368044
240472110944,24047951700,0.0688705,748,0,1992,1,1,X,1,1,-75.1400296901116,38.2948391895952
240472110948,24047950600,0.1672865,1440,0,2004,1,1,X,0,1,-75.1481534982503,38.3963256039977
240472110954,24047951000,0.29045,1856,0,1900,1,0,X,0,1,-75.2209192744262,38.3252099322442
240472110957,24047951100,0.2248623,1175,0,1995,1,0,X,0,1,-75.1501163673618,38.3843616750134
240472110961,24047950600,0.2863636,1040,0,1990,1,0,X,1,1,-75.1667101944734,38.3875566193967
240472110963,24047951400,7.5,2052,0,2008,1,0,X,0,1,-75.5154771546212,38.0309925834136
240472110965,24047950700,0.2285813,2158,0,1999,1,0,X,1,1,-75.1746950204871,38.3903969632677
240472110966,24047951700,0.1825528,1260,0,2001,1,0,X,0,1,-75.1178047228028,38.3198862006608
240472110967,24047951300,0.2447199,2106,0,2009,0,0,X,0,1,-75.3877185417355,38.1683867970913
240472110968,24047950800,1.0399908,2900,0,1986,1,0,X,1,1,-75.2267242060887,38.3684631881139
240472110971,24047951700,0.0709366,408,0,1992,1,1,X,1,1,-75.1387596780011,38.2930124240216
240472110978,24047951100,0.1106979,1756,0,2003,1,1,AE,0,1,-75.1320133584246,38.3885983331459
240472110981,24047950700,0.2238292,1485,0,1993,1,0,X,1,1,-75.173109241561,38.3912103439816
240472110991,24047951100,0.3977043,4450,0,1984,1,1,X,0,1,-75.132792736897,38.3752174465382
240472110993,24047950700,0.0459137,748,0,2006,1,1,X,0,1,-75.1616250118414,38.4032484478912
240472110994,24047951100,0.4756657,2617,0,1990,1,1,X,0,1,-75.1588957194004,38.3829947463459
240472110996,24047950600,0.2238292,1008,0,1973,1,0,X,0,1,-75.1628673137194,38.3848243945772
240472110997,24047951100,0.2238292,1241,0,1997,1,1,X,0,1,-75.1348645894212,38.3794309674856
240472110998,24047951200,0.4314738,728,0,1950,1,1,AE,0,1,-75.2969103259834,38.1224220568194
240472110999,24047951200,0.7899908,2320,0,1910,1,0,X,0,1,-75.3965465866009,38.0932214058434
240472111000,24047951400,0.5863407,1211,0,1940,1,0,X,0,1,-75.5128558428475,38.2669733886199
240472111002,24047951100,0.2331267,2370,0,1995,1,1,X,0,1,-75.1335634803705,38.3784923082773
240472111005,24047951100,0.3139348,1998,0,1985,1,1,AE,0,1,-75.1394697807251,38.3738316961101
240472111006,24047950900,2.3800046,9248,0,1985,1,0,X,1,0,-75.1684350002832,38.3787202818222
240472111007,24047951100,0.2812213,1936,0,1984,1,1,X,0,1,-75.1307342777286,38.3760107682627
240472111008,24047951700,0.4850092,3841,0,2001,1,1,AE,1,1,-75.1144101039957,38.3162817639911
240472111009,24047950600,0.1721763,1808,0,1984,1,1,X,0,1,-75.1471595089931,38.3950954925064
240472111011,24047950600,0.2238292,1040,0,1985,1,0,X,1,1,-75.1636933770394,38.3865210642277
240472111012,24047951100,0.4162534,2097,0,1980,1,0,X,0,1,-75.1628953089559,38.3678268250359
240472111021,24047951100,0.1832874,1188,0,1988,1,0,X,0,1,-75.1509935964454,38.3677662976536
240472111022,24047951500,1.5,1554,0,1953,1,0,X,0,1,-75.6001718104342,38.0610013639517
240472111027,24047951100,0.1082185,1576,0,2002,1,1,X,0,1,-75.1505485037883,38.3762444787888
240472111028,24047951700,0.0704316,768,0,1997,1,1,X,1,1,-75.1378706263211,38.2917140870026
240472111029,24047951100,0.1287879,2357,0,2005,1,0,X,0,1,-75.1576958960001,38.3707336705706
240472111030,24047951100,0.1886364,1802,0,2004,1,1,X,0,1,-75.1528228571994,38.3707689730422
240472111034,24047951000,0.6975207,2470,0,1907,1,0,X,0,1,-75.214714202399,38.3315803131097
240472111041,24047950700,0.1993802,1296,0,1978,1,0,X,1,1,-75.1756254992994,38.3886812832138
240472111046,24047951500,0.1511478,672,0,1950,0,0,X,1,1,-75.5646467168272,38.0689968498491
240472111048,24047950800,0.5229798,1500,0,1978,1,1,X,0,1,-75.168552562139,38.4171179471572
240472111049,24047950900,0.9399908,1230,0,1959,1,1,AE,0,1,-75.1643065375825,38.295644096828
240472111051,24047951400,1.5,1810,0,1945,1,0,A,0,1,-75.501352542441,38.0935347399581
240472111056,24047951100,0.2238292,1768,0,1989,1,1,X,0,1,-75.1557210749544,38.3825533973407
240472111057,24047951100,0.1050046,1852,0,2001,1,1,X,0,1,-75.1523382765477,38.3737440107143
240472111064,24047951700,0.3849862,1329,0,1961,1,1,AE,0,1,-75.1334922386284,38.3346767179402
240472111065,24047951100,0.2812213,2891,0,1994,1,1,X,0,1,-75.1285852027084,38.3775448157013
240472111074,24047951100,0.1773416,1096,0,1993,1,1,X,0,1,-75.139568307297,38.3654878303654
240472111075,24047950600,0.1672865,1524,0,1972,1,1,X,0,1,-75.1479357321154,38.3962757423959
240472111097,24047951400,1.9,1848,0,1993,1,0,X,0,1,-75.5166121564225,38.265262762627
240472111098,24047950400,0.1721763,1517,0,2014,0,1,AE,0,1,-75.1148904408602,38.3553798327792
240472111105,24047951300,0.2399219,1236,0,2006,1,0,X,0,1,-75.3850122988078,38.1659856895686
240472111107,24047950600,0.2452479,1204,0,1991,1,0,X,1,1,-75.1713792067468,38.3873326729552
240472111110,24047950600,0.1767677,1008,0,1992,1,1,X,0,1,-75.153367832131,38.395996873086
240472111127,24047951700,0.0688705,748,0,1996,1,1,X,1,1,-75.1372424363575,38.2907404397373
240472111128,24047950400,0.3061295,2864,0,2007,1,0,X,0,1,-75.1385348158304,38.3411004980228
240472111133,24047951700,0.0795684,748,0,1994,1,1,X,1,1,-75.1405595971169,38.2932155319798
240472111138,24047950700,0.2118916,1240,0,1985,1,0,X,1,1,-75.1706697105421,38.3895269288824
240472111139,24047950700,0.2892792,2700,0,2005,1,1,X,1,1,-75.1797085248174,38.3987756125874
240472111140,24047950600,0.2343205,3560,0,1985,1,1,AE,0,1,-75.1415972913966,38.3908516104069
240472111142,24047951700,0,1208,0,1996,0,1,X,0,0,-75.1126734995725,38.3273172951345
240472111147,24047951100,0.3152893,1616,0,1989,1,1,X,0,1,-75.1501590815805,38.3864767415518
240472111148,24047950600,0.2114325,1384,0,1973,1,1,AE,0,1,-75.14354315367,38.391029801439
240472111152,24047950600,0.2124885,1092,0,1984,1,0,X,1,1,-75.1672016024399,38.3879595401198
240472111155,24047951000,0.2883838,2396,0,1934,1,0,X,0,0,-75.2197198242746,38.3341356026553
240472111159,24047951300,0.3675849,1642,0,1900,1,1,AE,0,1,-75.397470395244,38.1745592055651
240472111160,24047951100,0.1914371,1592,0,1989,1,0,X,0,1,-75.1599429403289,38.3750589137741
240472111162,24047951300,0.718618,1560,0,1930,1,0,X,0,1,-75.3826044237587,38.1764436889224
240472111163,24047951500,0.2066116,1990,0,1925,1,0,X,1,1,-75.5639206924313,38.0727986025132
240472111164,24047951500,0.1929752,1120,0,1985,1,1,X,1,1,-75.5706921917505,38.0707504662676
240472111166,24047950800,1.7,1728,0,1980,1,0,X,1,1,-75.2229544610166,38.3678683810391
240472111167,24047951500,0.2381772,1568,0,1978,1,0,X,0,1,-75.5498809230491,38.0656034625112
240472111168,24047951300,0.1544995,2120,0,1910,1,1,X,0,1,-75.3911282724195,38.1767426310472
240472111173,24047951100,0.1922635,1512,0,2016,1,1,X,0,1,-75.145159437162,38.3675026014559
240472111174,24047951700,0.1213958,1512,0,1987,1,0,X,1,1,-75.1219870411942,38.3214999672875
240472111175,24047951500,0.1919192,1064,0,1950,1,1,X,1,1,-75.5692485224313,38.069876500246
240472111176,24047951700,0.1408402,1896,0,1988,1,0,X,0,1,-75.1193594435554,38.3215212854162
240472111179,24047950600,0.2066116,1895,0,2016,1,1,X,0,1,-75.1552664793761,38.3871219694751
240472111182,24047950700,0.2379706,1072,0,1992,1,0,X,1,1,-75.1803742926751,38.3875667484529
240472111183,24047950700,0.2097796,912,0,1972,1,0,X,1,1,-75.1648491754297,38.3944410464883
240472111185,24047950600,0.246809,1376,0,1976,1,0,X,1,1,-75.1661640898673,38.3888815958385
240472111187,24047951100,0.1400367,2050,0,1999,1,0,X,0,1,-75.1424737017951,38.3839942738942
240472111188,24047951100,0.1400367,1524,0,2014,1,0,X,0,1,-75.1424279037832,38.3836612197122
240472111189,24047950700,0.2364555,2095,0,1999,1,0,X,1,1,-75.1702373244223,38.3910153546921
240472111191,24047951100,0.2386364,2434,0,2003,1,1,X,0,1,-75.1332488190287,38.386907394346
240472111192,24047951700,0.1721763,2478,0,1945,1,0,X,0,1,-75.1089869728154,38.3342705338964
240472111194,24047951100,0.2959137,1296,0,1985,1,0,X,0,1,-75.1628788294898,38.3668747727478
240472111195,24047951500,0.2809917,1990,0,1920,1,0,X,1,1,-75.5641835639682,38.0721039615576
240472111197,24047950600,0.2533058,1254,0,1992,1,1,X,0,1,-75.1600699498287,38.3864889358044
240472111200,24047951100,0.1801194,1862,0,1999,1,0,X,0,1,-75.1418557708865,38.3833281650489
240472111202,24047950700,0.2816804,1895,0,2016,1,0,X,1,1,-75.1790135237122,38.39024865704
240472111208,24047951100,0.1503673,1788,0,2004,1,0,X,0,1,-75.153757338334,38.3706839077889
240472111209,24047950600,0.2704086,2352,0,1998,1,1,AE,0,1,-75.1349682463217,38.3919412757478
240472111213,24047951700,0.1539715,1960,0,1989,1,0,X,0,1,-75.1193994945669,38.3250606284591
240472111217,24047950600,0.1767677,1188,0,1988,1,1,X,0,1,-75.1538123514108,38.3947474150925
240472111218,24047950700,0.0560376,384,0,1985,1,1,AE,0,1,-75.1627227377997,38.4045122390812
240472111221,24047951100,0.1028926,1576,0,2003,1,1,X,0,1,-75.154496922021,38.3767540236146
240472111222,24047950400,0.2755969,2884,0,2006,1,1,X,0,1,-75.1467627388504,38.3468498039634
240472111224,24047951300,0.1964187,1316,0,1940,0,1,X,0,0,-75.3896233538132,38.1797440303345
240472111225,24047951700,0.0693985,748,0,1994,1,1,X,1,1,-75.1390195760327,38.2929622063262
240472111226,24047951100,0.3429063,1898,0,2000,1,1,X,0,1,-75.1348994776567,38.364216842351
240472111230,24047950800,0.5517677,2543,0,2003,1,1,X,0,1,-75.1937004082783,38.4093494095511
240472111231,24047950600,0.2114325,1860,0,1979,1,1,AE,0,1,-75.1513691001657,38.3977000724728
240472111232,24047950400,0.6761708,2743,0,1961,1,1,AE,0,1,-75.100750720123,38.3468005014967
240472111233,24047951200,3.7899908,1502,0,1997,1,0,X,0,1,-75.2768042426573,38.266105325495
240472111235,24047951700,1.1699954,1570,0,1988,1,0,X,0,1,-75.1203799141345,38.3339236894493
240472111239,24047950400,2.3e-05,1580,0,2003,1,1,X,0,0,-75.1026665609792,38.3393124766707
240472111240,24047950400,0.2978191,2946,0,2006,1,0,X,0,1,-75.140323015526,38.3406025658554
240472111245,24047950400,0.2171947,2001,0,2005,1,0,X,0,1,-75.1142337205166,38.345386897775
240472111246,24047950900,2.5699954,2640,0,1991,1,0,X,1,1,-75.1857507778845,38.3685434870372
240472111247,24047951100,0.0798669,1784,0,1997,1,1,X,0,1,-75.1308723741728,38.3838566363834
240472111254,24047951400,19.8199954,1848,0,1975,1,0,X,0,1,-75.4713755625113,38.2450029706948
240472111255,24047951100,0.2401286,1640,0,2000,1,1,X,0,1,-75.1485448850204,38.3826483711161
240472111257,24047951500,0.1758035,1200,0,1935,1,0,X,1,1,-75.5624595563951,38.0699253631391
240472111259,24047950700,0.2238292,1152,0,1973,1,0,X,1,1,-75.1819811871912,38.3884521460831
240472111261,24047950600,0.2238292,1152,0,1992,1,0,X,1,1,-75.1652437202416,38.3868616942265
240472111266,24047951400,3.0100092,2991,0,2004,1,0,X,0,1,-75.5874172673997,38.2708986337683
240472111271,24047951400,93.9699954,2298,0,1900,1,0,X,0,0,-75.4997083285034,38.152277916204
240472111274,24047951100,0.286708,1422,0,1994,1,1,X,0,1,-75.1501508141373,38.3809105054848
240472111275,24047951500,0.1572544,945,0,1971,1,1,X,1,1,-75.5686264889,38.0701757810569
240472111276,24047951100,0.4080119,1395,0,1996,1,0,X,0,1,-75.1563044705053,38.3647812129656
240472111280,24047950400,0.1704545,1440,0,1950,1,1,AE,0,1,-75.1194573500162,38.3582838938617
240472111285,24047951100,0.2459596,2172,0,2005,1,1,X,0,1,-75.1550269896414,38.3801496294766
240472111293,24047951200,1.4300046,1888,0,1976,1,0,X,0,1,-75.294038990555,38.206134983592
240472111294,24047950800,0.4591368,3294,0,2005,0,0,X,0,1,-75.2311713700768,38.3224239495016
240472111295,24047951100,0.2752525,2088,0,1980,1,1,AE,0,1,-75.1450010416473,38.3701126638494
240472111299,24047951100,0.1709826,1788,0,2005,1,0,X,0,1,-75.1591556629207,38.3716558532601
240472111301,24047950600,0.2517677,1244,0,1997,1,0,X,1,1,-75.1666248096686,38.3841362316182
240472111303,24047951100,0.1731405,1176,0,1992,1,0,X,0,1,-75.1640033336006,38.3699158787125
240472111304,24047951100,0.146809,1788,0,2000,1,1,X,0,1,-75.1507805200112,38.3754425122994
240472111305,24047951100,0.126607,1528,0,2005,1,0,X,0,1,-75.1574830034397,38.3742992479289
240472111307,24047951300,0.1151515,1064,0,2000,0,0,X,0,1,-75.3965704665581,38.1691999677484
240472111310,24047951700,0.1147842,3902,0,2012,1,1,X,0,1,-75.1083548801999,38.32607935961
240472111311,24047951700,0.0793159,408,0,1990,1,1,AE,1,1,-75.1343307439799,38.2926141930471
240472111313,24047950600,0.1790634,960,0,1984,1,1,X,0,1,-75.1514613102424,38.3952806357601
240472111319,24047950600,0.1147842,1897,0,2006,1,1,AE,0,1,-75.1441452803212,38.4002459675096
240472111321,24047950600,0.2644628,1304,0,1997,1,0,X,0,1,-75.1611677055363,38.3854238770682
240472111323,24047950400,0.1655647,1104,0,1959,1,1,AE,0,1,-75.1176745560921,38.3570597142906
240472111324,24047951400,2,2016,0,1947,1,0,X,0,1,-75.51639230274,38.1293196273892
240472111326,24047950700,0.2406566,2872,0,2004,1,1,X,0,1,-75.1530350685977,38.3995331038747
240472111327,24047951000,2,1056,0,1980,1,0,X,0,1,-75.1976472008902,38.3322860086194
240472111333,24047951000,0.145202,1263,0,2005,1,0,X,0,1,-75.2237598055396,38.318693414902
240472111335,24047950600,0.2238292,768,0,1977,1,1,X,1,1,-75.1630044472376,38.3897277013377
240472111341,24047950600,0.2588843,2100,0,1982,1,1,X,0,1,-75.1592451691864,38.3910124217026
240472111343,24047951100,0.3393021,2698,0,2006,1,1,X,0,1,-75.1372501397874,38.3801828782527
240472111344,24047951300,0.5893939,2636,0,1740,1,0,X,0,1,-75.3941151932393,38.1709349832205
240472111346,24047951100,0.1476125,2454,0,2002,1,0,X,0,1,-75.1537727763385,38.3743554893676
240472111351,24047950900,1.1100092,1316,0,1976,1,0,X,1,1,-75.2120254415249,38.347557435809
240472111356,24047950700,0.1767677,1682,0,1988,1,1,X,0,1,-75.1627654358271,38.3986945773169
240472111359,24047951100,0.1957071,1451,0,1998,1,0,X,0,1,-75.1552024701105,38.3639228777586
240472111364,24047950800,0.2389578,2049,0,2014,0,0,X,0,1,-75.2257210409039,38.3281137777912
240472111366,24047950900,2.15,1776,0,1996,1,0,X,1,1,-75.1969324618193,38.3602284841244
240472111367,24047951100,0.1920569,1352,0,2007,1,0,X,0,1,-75.1487798128189,38.3652000360876
240472111368,24047951100,0.3436869,1870,0,2000,1,1,AE,0,1,-75.1418794811587,38.3867635482024
240472111370,24047950400,0.2582645,2638,0,2005,1,0,X,0,1,-75.1511576513165,38.3411502770863
240472111371,24047950600,0.1762397,2216,0,1999,1,1,X,0,1,-75.146841587054,38.3971253192335
240472111373,24047950600,0.4632461,2677,0,1994,1,1,AE,0,1,-75.1407963657948,38.3949283541305
240472111376,24047951100,0.3142792,1904,0,1982,1,1,AE,0,1,-75.1442178150473,38.3799085527264
240472111380,24047950800,1.6899908,924,0,1983,1,1,X,0,1,-75.1334169450494,38.4442524742569
240472111381,24047950800,0.7668733,2630,0,1972,1,0,X,0,1,-75.2261889296765,38.3251590383685
240472111383,24047950400,0.2252066,1395,0,1972,1,1,AE,0,1,-75.1183670703866,38.3561792998166
240472111384,24047950700,0.2753673,2544,0,1973,1,1,AE,0,1,-75.1525065818542,38.4009873319861
240472111385,24047950600,0.301079,2172,0,1978,1,0,X,0,1,-75.1598047137141,38.3857435878004
240472111386,24047951000,0.4822544,1334,0,1985,1,0,X,0,1,-75.2255471890168,38.3213135734286
240472111387,24047951500,0.1250689,943,0,1980,1,0,X,1,1,-75.5638342671166,38.0660173660602
240472111391,24047950800,0.4820937,2296,0,1966,1,0,X,0,1,-75.2277405388014,38.3278789797598
240472111392,24047951000,0.2295684,2100,0,1987,1,0,X,0,1,-75.2164035774729,38.3251103382167
240472111395,24047950800,0.4927456,2333,0,2007,0,0,X,1,1,-75.2313770148168,38.3253691948353
240472111396,24047951500,0.321786,5360,0,1940,0,0,X,0,0,-75.5495854266562,38.0615925844739
240472111398,24047951100,0.1721763,1231,0,1996,0,0,X,0,1,-75.1505591712211,38.3665638958384
240472111400,24047951100,0.2378099,1568,0,1981,1,0,X,0,1,-75.1578444641683,38.3658588254219
240472111402,24047950700,4.5199954,5649,0,2007,0,0,X,0,1,-75.208434725552,38.4028281154998
240472111403,24047951700,0.2299357,3034,0,2008,0,1,X,1,1,-75.1355271212494,38.2964566469885
240472111405,24047951000,2,1248,0,2000,1,0,X,0,1,-75.2006406901385,38.3094681816677
240472111408,24047950900,1.0399908,2938,0,1997,1,1,X,0,1,-75.1813505964514,38.3032582120638
240472111416,24047951500,0.0657713,1472,0,2007,1,0,X,1,1,-75.5555232240933,38.0693740642167
240472111417,24047951400,1.5600092,2228,0,1950,1,0,X,0,1,-75.4327777655262,38.0886904167083
240472111430,24047951100,0.2332185,864,0,1980,1,1,X,0,1,-75.1368860886628,38.3795604233341
240472111432,24047950400,0,2107,0,2002,0,1,X,0,0,-75.1021923919611,38.3384422481002
240472111433,24047950700,0.0459137,748,0,2013,1,1,X,0,1,-75.1610828051874,38.4023486318312
240472111435,24047951500,0.1597796,912,0,1954,1,1,X,1,1,-75.573277948097,38.069017833221
240472111439,24047951200,3.0100092,3672,0,2002,1,0,X,0,1,-75.3521739364706,38.2169027906737
240472111440,24047951200,0.9219927,952,0,1992,1,0,X,0,1,-75.2776483570232,38.2260801525585
240472111450,24047951200,0.7399908,3264,0,1989,1,0,X,0,1,-75.2868343515363,38.2516947003037
240472111451,24047951200,1.0899908,1742,0,2006,1,0,X,0,1,-75.461222631948,38.2301294416552
240472111455,24047951300,0.9099862,1568,0,1978,0,1,X,0,1,-75.3833214425733,38.1825725876465
240472111456,24047950900,0.6087695,3676,0,2012,1,1,AE,0,1,-75.1568338748214,38.3523403019813
240472111459,24047951200,1.3300046,1696,0,1975,1,0,X,0,1,-75.2941288396301,38.2130514001898
240472111464,24047951100,0.1096419,1281,0,2002,1,0,X,0,1,-75.1557126003986,38.3745642518673
240472111466,24047951100,0.3795684,2832,0,2000,1,1,X,0,1,-75.1302721125076,38.3771027366895
240472111467,24047951700,0.0688705,668,0,1992,1,1,X,1,1,-75.1353538381538,38.2922777862382
240472111469,24047951700,0.0688705,408,0,1992,1,1,X,1,1,-75.1400480131198,38.2946252149922
240472111470,24047950700,0.0459137,748,0,2005,1,1,X,0,1,-75.1632364192428,38.4019758074225
